medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
B16DF0B4526AA90C82ACB7AFFB70FE37,350CC9EF4B66363554D5EE36B3501088,VTS,2013/01/13 10:51,CRD,30,0,0.5,6,0,36.5
380CC0362AA13BE5526534F3CF67D566,7EB892DD8E3918ED0B717B9DBD8D6D53,VTS,2013/01/13 11:04,CSH,8,0,0.5,0,0,8.5
7EA8306E1A78955BC96230C52332575A,6FC82A89B5A5C9D7DC2026A0511B8F59,VTS,2013/01/13 11:03,CSH,8.5,0,0.5,0,0,9
EA2D23313A561CF88E0BE68B5659C8E7,5B060C0C6997327838F2E08C4F82231B,VTS,2013/01/13 11:07,CRD,5,0,0.5,1.25,0,6.75
92478395889291D98F40172218EF0E06,EB945CABC4FDB9FDDA526CB0F8D915B3,VTS,2013/01/13 11:12,CRD,4,0,0.5,0.8,0,5.3
68BC16A99E915E44ADA7E639B4DD5F59,AE6EFA05CC49BA5C0EE68A9F1B19560E,VTS,2013/01/13 10:58,CRD,16,0,0.5,3.2,0,19.7
0E0157EB3E6F927FE7FA86C3A0762B3B,4E0569072023608FFEB72F454CCF408B,VTS,2013/01/13 11:08,CSH,3,0,0.5,0,0,3.5
E2099162DA383A80E2EEF8D61A2612B3,A40155E00B0D5728EDB91EAB68C0A303,VTS,2013/01/13 11:05,CSH,7.5,0,0.5,0,0,8
3A1C120525EFE99779F39B4866001C49,0497BF4359A27160612B0A75A3A20F58,VTS,2013/01/13 11:09,CSH,5,0,0.5,0,0,5.5
DEF04DB0FA465C0300D5F0751D7C724E,0D220C5283055FA14EBBE1D74929075F,VTS,2013/01/13 11:05,CSH,8,0,0.5,0,0,8.5
2DD8ABFB1911B65D1C573D01F25F95F7,98C76751FAE5592B5162BCBC3685239F,VTS,2013/01/13 11:07,CSH,6.5,0,0.5,0,0,7
4263184A1D7A395FE51A29ED4CA86C9B,59BFB5C9B1E404F0959BD543B9CAD213,VTS,2013/01/13 11:06,CRD,8,0,0.5,1,0,9.5
984981D1C37073D5B6BF9D11D2CDDB21,B737CB023AE5FBAA5B172DA6244ADC7A,VTS,2013/01/13 11:09,CRD,8,0,0.5,1.5,0,10
A00DB24BBFAAE27E5CDAF6150C642B03,598A52F4D61C2A9686CCBDCFDE9CE439,VTS,2013/01/13 10:59,CSH,14.5,0,0.5,0,0,15
3FEEB49F1BAD38D934A998B3603AFCF4,68DE57B9E898836112301E6DAE87C041,VTS,2013/01/13 11:13,CSH,4.5,0,0.5,0,0,5
9383E6D0EB4524BBC576072BFBE2E053,455ADB88461B5DB5325C8CB6F86FF26B,VTS,2013/01/13 11:13,CRD,4.5,0,0.5,1,0,6
E53411C1726D6451C3F1D911945E2555,685CD478CC107E8C49ECEC51D13A7DD7,VTS,2013/01/13 11:12,CSH,4.5,0,0.5,0,0,5
570BEC6BE89198DB9643A0AAA144C434,7C2735772B199BF5F1CE476DEDB7070C,VTS,2013/01/13 10:54,CSH,14,0,0.5,0,0,14.5
6BCA6CE04F3A2391FCA2CACC1EEB3CD3,7C92D48CDB2FCB5B007E31ACE93CC5E9,VTS,2013/01/13 11:00,CSH,6,0,0.5,0,0,6.5
7100E44DAE2F26F9FE128C06E6691013,EF3EF3946F6D1133E98479F4940F0742,VTS,2013/01/13 11:09,CSH,5.5,0,0.5,0,0,6
D4677BB37EDBA5626C026695A5384F8E,E32A7CD4BDE9EC17A2EADA7A0662D6B6,VTS,2013/01/13 11:05,CRD,5.5,0,0.5,1.38,0,7.38
70F9798AA5CD4F5ED6E5FE6C95FEC92A,62381077872ECDECE4E438D854D7D911,VTS,2013/01/13 11:00,CSH,7,0,0.5,0,0,7.5
57DB2B9F664268BAEEE62CC12F34F18C,FBE7278FC2F22772363991CA1C557E97,VTS,2013/01/13 11:08,CSH,5,0,0.5,0,0,5.5
34191B0F711962DA5405CF75A7D520DD,C60BAC6E0F367011E25C8FBEC065CA54,VTS,2013/01/13 11:02,CRD,10.5,0,0.5,3,0,14
B0060396EFA14B6ADEC80B67CA57D10F,E1BA2677EDAF0A7B1FB02EFAEFBD2513,VTS,2013/01/13 11:02,CSH,9,0,0.5,0,0,9.5
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,2013/01/13 10:48,CRD,16.5,0,0.5,3.3,0,20.3
39085BDEC7EEBB9528D29A90D42DC993,05911BC0F5A97DABB087678A37DEE1E3,VTS,2013/01/13 11:04,CRD,6.5,0,0.5,1.3,0,8.3
34BE59152742E2CCAB27FA7DCF3118A7,83746074A57D92D56A509FD05B3709B5,VTS,2013/01/13 10:59,CRD,8,0,0.5,1.6,0,10.1
5562E98BA4BD4057E5626F1C64AF72B3,F4199818A317391BA1E973E0E75A279F,VTS,2013/01/13 11:00,CSH,8,0,0.5,0,0,8.5
B304299AAB9F5354FAFC3AF25416A764,64757777EDDC557A0532F3E99EBB4AC4,VTS,2013/01/13 10:57,CRD,15.5,0,0.5,3.1,0,19.1
6633247B42DC857C59DF308EC65053E7,142067D9E95164F9A069B4C6873BD862,VTS,2013/01/13 11:04,CSH,6.5,0,0.5,0,0,7
1F2826FDE3A968E90FE1D503096804AF,BAC563FFEA61AB268A755A12F2E6561F,VTS,2013/01/13 11:11,CSH,3.5,0,0.5,0,0,4
15D1318EA014FD9A96B258E08E82F455,8528C0116910CADD8E9CE558C9492CF8,VTS,2013/01/13 11:05,CSH,9.5,0,0.5,0,0,10
EB2020681F1B1B72375923FD0F8A73C6,101D3112E1A7B93BCDFA9306FCEE1B88,VTS,2013/01/13 11:08,CRD,6,0,0.5,1,0,7.5
B33E704CC189E80C9671230C16527BBC,6789C77E1CBDC850C450D72204702976,VTS,2013/01/13 11:02,CSH,12,0,0.5,0,0,12.5
66764B77F96DF43315499D73AA6DD84E,FA094478696E177A9724AAE5C5CF977C,VTS,2013/01/13 11:11,CSH,3,0,0.5,0,0,3.5
